slug,marque,modele,année,prix_min,prix_max,prix_moy,confidence
volkswagen-polo,Volkswagen,Polo,2014,6630,8970,7800,100
volkswagen-polo,Volkswagen,Polo,2013,5865,7935,6900,100
volkswagen-polo,Volkswagen,Polo,2012,5185,7015,6100,100
volkswagen-polo,Volkswagen,Polo,2011,4590,6210,5400,100
volkswagen-polo,Volkswagen,Polo,2010,4080,5520,4800,100
volkswagen-polo,Volkswagen,Polo,2009,3570,4830,4200,100
volkswagen-polo,Volkswagen,Polo,2008,3145,4255,3700,100
volkswagen-polo,Volkswagen,Polo,2007,2890,3910,3400,100
volkswagen-polo,Volkswagen,Polo,2006,2635,3565,3100,100
volkswagen-polo,Volkswagen,Polo,2005,2380,3220,2800,100
volkswagen-polo,Volkswagen,Polo,2004,2125,2875,2500,100
volkswagen-polo,Volkswagen,Polo,2003,1955,2645,2300,100
volkswagen-polo,Volkswagen,Polo,2002,1785,2415,2100,100
volkswagen-polo,Volkswagen,Polo,2001,1615,2185,1900,100
volkswagen-polo,Volkswagen,Polo,2000,1530,2070,1800,100
volkswagen-polo,Volkswagen,Polo,1999,1360,1840,1600,100
volkswagen-polo,Volkswagen,Polo,1998,1275,1725,1500,100
volkswagen-polo,Volkswagen,Polo,1997,1190,1610,1400,100
volkswagen-polo,Volkswagen,Polo,1996,1105,1495,1300,100
volkswagen-polo,Volkswagen,Polo,1995,1020,1380,1200,100
volkswagen-polo,Volkswagen,Polo,1994,935,1265,1100,100
volkswagen-polo,Volkswagen,Polo,1993,850,1150,1000,100
volkswagen-polo,Volkswagen,Polo,1992,808,1093,950,100
volkswagen-polo,Volkswagen,Polo,1991,765,1035,900,100
volkswagen-polo,Volkswagen,Polo,1990,1870,2530,2200,100
volkswagen-polo,Volkswagen,Polo,1989,680,920,800,100
volkswagen-polo,Volkswagen,Polo,1988,680,920,800,100
volkswagen-polo,Volkswagen,Polo,1987,680,920,800,100
volkswagen-polo,Volkswagen,Polo,1986,723,977,850,100
volkswagen-polo,Volkswagen,Polo,1985,2125,2875,2500,100
volkswagen-polo,Volkswagen,Polo,1984,808,1093,950,100
volkswagen-polo,Volkswagen,Polo,1983,850,1150,1000,100
volkswagen-polo,Volkswagen,Polo,1982,935,1265,1100,100
volkswagen-polo,Volkswagen,Polo,1981,1020,1380,1200,100
volkswagen-polo,Volkswagen,Polo,1980,3230,4370,3800,100
volkswagen-polo,Volkswagen,Polo,1979,1190,1610,1400,100
volkswagen-polo,Volkswagen,Polo,1978,1275,1725,1500,100
volkswagen-polo,Volkswagen,Polo,1977,1360,1840,1600,100
volkswagen-polo,Volkswagen,Polo,1976,1445,1955,1700,100
volkswagen-polo,Volkswagen,Polo,1975,3825,5175,4500,100
volkswagen-id4,Volkswagen,ID.4,2026,42075,56925,49500,100
volkswagen-id4,Volkswagen,ID.4,2025,37570,50830,44200,100
volkswagen-id4,Volkswagen,ID.4,2024,32725,44275,38500,100
volkswagen-id4,Volkswagen,ID.4,2023,27370,37030,32200,100
volkswagen-id4,Volkswagen,ID.4,2022,23375,31625,27500,100
volkswagen-id4,Volkswagen,ID.4,2021,20230,27370,23800,100
volkswagen-id7,Volkswagen,ID.7,2026,55930,75670,65800,100
volkswagen-id7,Volkswagen,ID.7,2025,48790,66010,57400,100
volkswagen-id7,Volkswagen,ID.7,2024,41565,56235,48900,100
volkswagen-id7,Volkswagen,ID.7,2023,37570,50830,44200,100
volvo-c30,Volvo,C30,2013,9180,12420,10800,100
volvo-c30,Volvo,C30,2012,7990,10810,9400,100
volvo-c30,Volvo,C30,2011,6970,9430,8200,100
volvo-c30,Volvo,C30,2010,6035,8165,7100,100
volvo-c30,Volvo,C30,2009,4505,6095,5300,100
volvo-c30,Volvo,C30,2008,4080,5520,4800,100
volvo-c30,Volvo,C30,2007,3740,5060,4400,100
volvo-c30,Volvo,C30,2006,3485,4715,4100,100
volvo-c40,Volvo,C40,2026,45900,62100,54000,100
volvo-c40,Volvo,C40,2025,41225,55775,48500,100
volvo-c40,Volvo,C40,2024,35020,47380,41200,100
volvo-c40,Volvo,C40,2023,29325,39675,34500,100
volvo-c40,Volvo,C40,2022,23970,32430,28200,100
volvo-c40,Volvo,C40,2021,21080,28520,24800,100
volvo-c70,Volvo,C70,2013,16575,22425,19500,100
volvo-c70,Volvo,C70,2012,15130,20470,17800,100
volvo-c70,Volvo,C70,2011,13515,18285,15900,100
volvo-c70,Volvo,C70,2010,12070,16330,14200,100
volvo-c70,Volvo,C70,2009,10030,13570,11800,100
volvo-c70,Volvo,C70,2008,8925,12075,10500,100
volvo-c70,Volvo,C70,2007,7990,10810,9400,100
volvo-c70,Volvo,C70,2006,7225,9775,8500,100
volvo-c70,Volvo,C70,2005,8330,11270,9800,100
volvo-c70,Volvo,C70,2004,7565,10235,8900,100
volvo-c70,Volvo,C70,2003,6885,9315,8100,100
volvo-c70,Volvo,C70,2002,6290,8510,7400,100
volvo-c70,Volvo,C70,2001,5780,7820,6800,100
volvo-c70,Volvo,C70,2000,5270,7130,6200,100
volvo-c70,Volvo,C70,1999,4930,6670,5800,100
volvo-c70,Volvo,C70,1998,4675,6325,5500,100
volvo-c70,Volvo,C70,1997,4420,5980,5200,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2021,17425,23575,20500,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2020,16065,21735,18900,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2019,14280,19320,16800,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2018,12070,16330,14200,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2017,10540,14260,12400,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2016,9180,12420,10800,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2015,7820,10580,9200,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2014,6715,9085,7900,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2013,5780,7820,6800,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2012,4760,6440,5600,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2011,4165,5635,4900,100
alfa-romeo-giulietta,Alfa Romeo,Giulietta,2010,3570,4830,4200,100
alfa-romeo-mito,Alfa Romeo,MiTo,2019,11475,15525,13500,100
alfa-romeo-mito,Alfa Romeo,MiTo,2018,10370,14030,12200,100
alfa-romeo-mito,Alfa Romeo,MiTo,2017,9180,12420,10800,100
alfa-romeo-mito,Alfa Romeo,MiTo,2016,7990,10810,9400,100
alfa-romeo-mito,Alfa Romeo,MiTo,2015,6970,9430,8200,100
alfa-romeo-mito,Alfa Romeo,MiTo,2014,6035,8165,7100,100
alfa-romeo-mito,Alfa Romeo,MiTo,2013,5270,7130,6200,100
alfa-romeo-mito,Alfa Romeo,MiTo,2012,4590,6210,5400,100
alfa-romeo-mito,Alfa Romeo,MiTo,2011,4080,5520,4800,100
alfa-romeo-mito,Alfa Romeo,MiTo,2010,3485,4715,4100,100
alfa-romeo-mito,Alfa Romeo,MiTo,2009,3060,4140,3600,100
alfa-romeo-mito,Alfa Romeo,MiTo,2008,2720,3680,3200,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2026,59330,80270,69800,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2025,55420,74980,65200,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2024,49725,67275,58500,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2023,43350,58650,51000,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2022,36720,49680,43200,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2021,31875,43125,37500,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2020,27030,36570,31800,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2019,22270,30130,26200,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2018,19125,25875,22500,100
alfa-romeo-stelvio,Alfa Romeo,Stelvio,2017,16830,22770,19800,100
alfa-romeo-tonale,Alfa Romeo,Tonale,2026,37485,50715,44100,100
alfa-romeo-tonale,Alfa Romeo,Tonale,2025,33490,45310,39400,100
alfa-romeo-tonale,Alfa Romeo,Tonale,2024,28220,38180,33200,100
alfa-romeo-tonale,Alfa Romeo,Tonale,2023,24225,32775,28500,100
alfa-romeo-tonale,Alfa Romeo,Tonale,2022,21080,28520,24800,100
audi-a4,Audi,A4,2025,44200,59800,52000,100
audi-a4,Audi,A4,2024,40800,55200,48000,100
audi-a4,Audi,A4,2023,35700,48300,42000,100
audi-a4,Audi,A4,2022,31450,42550,37000,100
audi-a4,Audi,A4,2021,27200,36800,32000,100
audi-a4,Audi,A4,2020,23800,32200,28000,100
audi-a4,Audi,A4,2019,20825,28175,24500,100
audi-a4,Audi,A4,2018,17850,24150,21000,100
audi-a4,Audi,A4,2017,15725,21275,18500,100
audi-a4,Audi,A4,2016,13600,18400,16000,100
audi-a4,Audi,A4,2015,11475,15525,13500,100
audi-a4,Audi,A4,2014,10030,13570,11800,100
audi-a4,Audi,A4,2013,8925,12075,10500,100
audi-a4,Audi,A4,2012,7820,10580,9200,100
audi-a4,Audi,A4,2011,6885,9315,8100,100
audi-a4,Audi,A4,2010,6120,8280,7200,100
audi-a4,Audi,A4,2009,5440,7360,6400,100
audi-a4,Audi,A4,2008,4760,6440,5600,100
audi-a4,Audi,A4,2007,4165,5635,4900,100
audi-a4,Audi,A4,2006,3655,4945,4300,100
audi-a4,Audi,A4,2005,3230,4370,3800,100
audi-a4,Audi,A4,2004,2890,3910,3400,100
audi-a4,Audi,A4,2003,2635,3565,3100,100
audi-a4,Audi,A4,2002,2380,3220,2800,100
audi-a4,Audi,A4,2001,2125,2875,2500,100
audi-a4,Audi,A4,2000,1870,2530,2200,100
audi-a4,Audi,A4,1999,1700,2300,2000,100
audi-a4,Audi,A4,1998,1530,2070,1800,100
audi-a4,Audi,A4,1997,1360,1840,1600,100
audi-a4,Audi,A4,1996,1275,1725,1500,100
audi-a4,Audi,A4,1995,1190,1610,1400,100
audi-a4,Audi,A4,1994,1105,1495,1300,100
audi-a5,Audi,A5,2026,60350,81650,71000,100
audi-a5,Audi,A5,2025,54400,73600,64000,100
audi-a5,Audi,A5,2024,48875,66125,57500,100
audi-a5,Audi,A5,2023,44030,59570,51800,100
audi-a5,Audi,A5,2022,39270,53130,46200,100
audi-a5,Audi,A5,2021,35275,47725,41500,100
audi-a5,Audi,A5,2020,31280,42320,36800,100
audi-a5,Audi,A5,2019,27625,37375,32500,100
audi-a5,Audi,A5,2018,24565,33235,28900,100
audi-a5,Audi,A5,2017,21930,29670,25800,100
audi-a5,Audi,A5,2016,19125,25875,22500,100
audi-a5,Audi,A5,2015,16830,22770,19800,100
audi-a5,Audi,A5,2014,14875,20125,17500,100
audi-a5,Audi,A5,2013,12920,17480,15200,100
audi-a5,Audi,A5,2012,11390,15410,13400,100
audi-a5,Audi,A5,2011,9520,12880,11200,100
audi-a5,Audi,A5,2010,8075,10925,9500,100
audi-a5,Audi,A5,2009,6970,9430,8200,100
audi-a5,Audi,A5,2008,6035,8165,7100,100
audi-a5,Audi,A5,2007,5270,7130,6200,100
audi-a6,Audi,A6,2026,66300,89700,78000,100
audi-a6,Audi,A6,2025,59075,79925,69500,100
audi-a6,Audi,A6,2024,51850,70150,61000,100
audi-a6,Audi,A6,2023,45050,60950,53000,100
audi-a6,Audi,A6,2022,39525,53475,46500,100
audi-a6,Audi,A6,2021,34850,47150,41000,100
audi-a6,Audi,A6,2020,31025,41975,36500,100
audi-a6,Audi,A6,2019,27200,36800,32000,100
audi-a6,Audi,A6,2018,23375,31625,27500,100
audi-a6,Audi,A6,2017,20230,27370,23800,100
audi-a6,Audi,A6,2016,17850,24150,21000,100
audi-a6,Audi,A6,2015,15725,21275,18500,100
audi-a6,Audi,A6,2014,13770,18630,16200,100
audi-a6,Audi,A6,2013,12325,16675,14500,100
audi-a6,Audi,A6,2012,10880,14720,12800,100
audi-a6,Audi,A6,2011,9520,12880,11200,100
audi-a6,Audi,A6,2010,8075,10925,9500,100
audi-a6,Audi,A6,2009,7140,9660,8400,100
audi-a6,Audi,A6,2008,6375,8625,7500,100
audi-a6,Audi,A6,2007,5610,7590,6600,100
audi-a6,Audi,A6,2006,4930,6670,5800,100
audi-a6,Audi,A6,2005,4335,5865,5100,100
audi-a6,Audi,A6,2004,3740,5060,4400,100
audi-a6,Audi,A6,2003,3230,4370,3800,100
audi-a6,Audi,A6,2002,2805,3795,3300,100
audi-a6,Audi,A6,2001,2465,3335,2900,100
audi-a6,Audi,A6,2000,2210,2990,2600,100
audi-a6,Audi,A6,1999,1955,2645,2300,100
audi-a6,Audi,A6,1998,1785,2415,2100,100
audi-a6,Audi,A6,1997,1615,2185,1900,100
audi-a6,Audi,A6,1996,1360,1840,1600,100
audi-a6,Audi,A6,1995,1190,1610,1400,100
audi-a6,Audi,A6,1994,1020,1380,1200,100
audi-a7,Audi,A7,2026,76075,102925,89500,100
audi-a7,Audi,A7,2025,71570,96830,84200,100
audi-a7,Audi,A7,2024,65875,89125,77500,100
audi-a7,Audi,A7,2023,59330,80270,69800,100
audi-a7,Audi,A7,2022,52275,70725,61500,100
audi-a7,Audi,A7,2021,46070,62330,54200,100
audi-a7,Audi,A7,2020,41225,55775,48500,100
audi-a7,Audi,A7,2019,36380,49220,42800,100
audi-a7,Audi,A7,2018,31025,41975,36500,100
audi-a7,Audi,A7,2017,23375,31625,27500,100
audi-a7,Audi,A7,2016,20570,27830,24200,100
audi-a7,Audi,A7,2015,18275,24725,21500,100
audi-a7,Audi,A7,2014,15980,21620,18800,100
audi-a7,Audi,A7,2013,14365,19435,16900,100
audi-a7,Audi,A7,2012,12920,17480,15200,100
audi-a7,Audi,A7,2011,11730,15870,13800,100
audi-a7,Audi,A7,2010,10625,14375,12500,100
audi-a8,Audi,A8,2026,123250,166750,145000,100
audi-a8,Audi,A8,2025,117300,158700,138000,100
audi-a8,Audi,A8,2024,103700,140300,122000,100
audi-a8,Audi,A8,2023,90100,121900,106000,100
audi-a8,Audi,A8,2022,77690,105110,91400,100
audi-a8,Audi,A8,2021,67320,91080,79200,100
audi-a8,Audi,A8,2020,58225,78775,68500,100
audi-a8,Audi,A8,2019,50830,68770,59800,100
audi-a8,Audi,A8,2018,43520,58880,51200,100
audi-a8,Audi,A8,2017,36975,50025,43500,100
audi-a8,Audi,A8,2016,31280,42320,36800,100
audi-a8,Audi,A8,2015,27540,37260,32400,100
audi-a8,Audi,A8,2014,24310,32890,28600,100
audi-a8,Audi,A8,2013,21335,28865,25100,100
audi-a8,Audi,A8,2012,19040,25760,22400,100
audi-a8,Audi,A8,2011,16830,22770,19800,100
audi-a8,Audi,A8,2010,14875,20125,17500,100
audi-a8,Audi,A8,2009,12920,17480,15200,100
audi-a8,Audi,A8,2008,11730,15870,13800,100
audi-a8,Audi,A8,2007,10625,14375,12500,100
audi-a8,Audi,A8,2006,9520,12880,11200,100
audi-a8,Audi,A8,2005,8840,11960,10400,100
audi-a8,Audi,A8,2004,8160,11040,9600,100
audi-a8,Audi,A8,2003,7565,10235,8900,100
audi-a8,Audi,A8,2002,6970,9430,8200,100
audi-a8,Audi,A8,2001,6035,8165,7100,100
audi-a8,Audi,A8,2000,5355,7245,6300,100
audi-a8,Audi,A8,1999,4845,6555,5700,100
audi-a8,Audi,A8,1998,4420,5980,5200,100
audi-a8,Audi,A8,1997,4080,5520,4800,100
audi-a8,Audi,A8,1996,3740,5060,4400,100
audi-a8,Audi,A8,1995,3485,4715,4100,100
audi-a8,Audi,A8,1994,3230,4370,3800,100
audi-e-tron,Audi,e-tron,2023,53975,73025,63500,100
audi-e-tron,Audi,e-tron,2022,46070,62330,54200,100
audi-e-tron,Audi,e-tron,2021,38930,52670,45800,100
audi-e-tron,Audi,e-tron,2020,31875,43125,37500,100
audi-e-tron,Audi,e-tron,2019,26520,35880,31200,100
audi-q2,Audi,Q2,2026,36550,49450,43000,100
audi-q2,Audi,Q2,2025,33575,45425,39500,100
audi-q2,Audi,Q2,2024,29750,40250,35000,100
audi-q2,Audi,Q2,2023,26775,36225,31500,100
audi-q2,Audi,Q2,2022,24225,32775,28500,100
audi-q2,Audi,Q2,2021,21930,29670,25800,100
audi-q2,Audi,Q2,2020,19125,25875,22500,100
audi-q2,Audi,Q2,2019,16830,22770,19800,100
audi-q2,Audi,Q2,2018,14875,20125,17500,100
audi-q2,Audi,Q2,2017,12920,17480,15200,100
audi-q2,Audi,Q2,2016,11730,15870,13800,100
audi-q3,Audi,Q3,2026,50150,67850,59000,100
audi-q3,Audi,Q3,2025,45900,62100,54000,100
audi-q3,Audi,Q3,2024,41650,56350,49000,100
audi-q3,Audi,Q3,2023,36975,50025,43500,100
audi-q3,Audi,Q3,2022,32300,43700,38000,100
audi-q3,Audi,Q3,2021,29325,39675,34500,100
audi-q3,Audi,Q3,2020,26350,35650,31000,100
audi-q3,Audi,Q3,2019,23375,31625,27500,100
audi-q3,Audi,Q3,2018,19125,25875,22500,100
audi-q3,Audi,Q3,2017,16575,22425,19500,100
audi-q3,Audi,Q3,2016,14620,19780,17200,100
audi-q3,Audi,Q3,2015,13175,17825,15500,100
audi-q3,Audi,Q3,2014,11220,15180,13200,100
audi-q3,Audi,Q3,2013,10030,13570,11800,100
audi-q3,Audi,Q3,2012,8925,12075,10500,100
audi-q3,Audi,Q3,2011,7820,10580,9200,100
audi-q4,Audi,Q4,2026,51850,70150,61000,100
audi-q4,Audi,Q4,2025,46070,62330,54200,100
audi-q4,Audi,Q4,2024,39525,53475,46500,100
audi-q4,Audi,Q4,2023,33830,45770,39800,100
audi-q4,Audi,Q4,2022,28475,38525,33500,100
audi-q4,Audi,Q4,2021,24565,33235,28900,100
audi-q5,Audi,Q5,2026,74800,101200,88000,100
audi-q5,Audi,Q5,2025,66725,90275,78500,100
audi-q5,Audi,Q5,2024,56100,75900,66000,100
audi-q5,Audi,Q5,2023,49725,67275,58500,100
audi-q5,Audi,Q5,2022,43350,58650,51000,100
audi-q5,Audi,Q5,2021,37825,51175,44500,100
audi-q5,Audi,Q5,2020,32300,43700,38000,100
audi-q5,Audi,Q5,2019,27625,37375,32500,100
audi-q5,Audi,Q5,2018,23970,32430,28200,100
audi-q5,Audi,Q5,2017,20825,28175,24500,100
audi-q5,Audi,Q5,2016,16575,22425,19500,100
audi-q5,Audi,Q5,2015,14620,19780,17200,100
audi-q5,Audi,Q5,2014,13175,17825,15500,100
audi-q5,Audi,Q5,2013,11730,15870,13800,100
audi-q5,Audi,Q5,2012,10370,14030,12200,100
audi-q5,Audi,Q5,2011,8925,12075,10500,100
audi-q5,Audi,Q5,2010,7990,10810,9400,100
audi-q5,Audi,Q5,2009,7225,9775,8500,100
audi-q5,Audi,Q5,2008,6630,8970,7800,100
audi-q6,Audi,Q6,2026,73270,99130,86200,100
audi-q6,Audi,Q6,2025,63325,85675,74500,100
audi-q6,Audi,Q6,2024,50065,67735,58900,100
audi-q7,Audi,Q7,2026,105400,142600,124000,100
audi-q7,Audi,Q7,2025,100300,135700,118000,100
audi-q7,Audi,Q7,2024,91800,124200,108000,100
audi-q7,Audi,Q7,2023,80325,108675,94500,100
audi-q7,Audi,Q7,2022,69700,94300,82000,100
audi-q7,Audi,Q7,2021,60775,82225,71500,100
audi-q7,Audi,Q7,2020,52700,71300,62000,100
audi-q7,Audi,Q7,2019,42075,56925,49500,100
audi-q7,Audi,Q7,2018,35700,48300,42000,100
audi-q7,Audi,Q7,2017,31025,41975,36500,100
audi-q7,Audi,Q7,2016,26350,35650,31000,100
audi-q7,Audi,Q7,2015,22525,30475,26500,100
audi-q7,Audi,Q7,2014,18700,25300,22000,100
audi-q7,Audi,Q7,2013,16575,22425,19500,100
audi-q7,Audi,Q7,2012,14280,19320,16800,100
audi-q7,Audi,Q7,2011,12070,16330,14200,100
audi-q7,Audi,Q7,2010,10625,14375,12500,100
audi-q7,Audi,Q7,2009,9180,12420,10800,100
audi-q7,Audi,Q7,2008,7990,10810,9400,100
audi-q7,Audi,Q7,2007,6885,9315,8100,100
audi-q7,Audi,Q7,2006,6120,8280,7200,100
audi-q8,Audi,Q8,2026,120700,163300,142000,100
audi-q8,Audi,Q8,2025,109225,147775,128500,100
audi-q8,Audi,Q8,2024,95200,128800,112000,100
audi-q8,Audi,Q8,2023,82280,111320,96800,100
audi-q8,Audi,Q8,2022,72760,98440,85600,100
audi-q8,Audi,Q8,2021,63325,85675,74500,100
audi-q8,Audi,Q8,2020,54230,73370,63800,100
audi-q8,Audi,Q8,2019,46920,63480,55200,100
audi-q8,Audi,Q8,2018,41565,56235,48900,100
audi-r8,Audi,R8,2024,233750,316250,275000,100
audi-r8,Audi,R8,2023,208250,281750,245000,100
audi-r8,Audi,R8,2022,182750,247250,215000,100
audi-r8,Audi,R8,2021,165750,224250,195000,100
audi-r8,Audi,R8,2020,151300,204700,178000,100
audi-r8,Audi,R8,2019,137700,186300,162000,100
audi-r8,Audi,R8,2018,126225,170775,148500,100
audi-r8,Audi,R8,2017,117300,158700,138000,100
audi-r8,Audi,R8,2016,106250,143750,125000,100
audi-r8,Audi,R8,2015,95200,128800,112000,100
audi-r8,Audi,R8,2014,82025,110975,96500,100
audi-r8,Audi,R8,2013,75650,102350,89000,100
audi-r8,Audi,R8,2012,69700,94300,82000,100
audi-r8,Audi,R8,2011,64175,86825,75500,100
audi-r8,Audi,R8,2010,60350,81650,71000,100
audi-r8,Audi,R8,2009,52700,71300,62000,100
audi-r8,Audi,R8,2008,46325,62675,54500,100
audi-r8,Audi,R8,2007,44200,59800,52000,100
audi-tt,Audi,TT,2024,50830,68770,59800,100
audi-tt,Audi,TT,2023,48025,64975,56500,100
audi-tt,Audi,TT,2022,44200,59800,52000,100
audi-tt,Audi,TT,2021,39950,54050,47000,100
audi-tt,Audi,TT,2020,36125,48875,42500,100
audi-tt,Audi,TT,2019,32300,43700,38000,100
audi-tt,Audi,TT,2018,29325,39675,34500,100
audi-tt,Audi,TT,2017,26350,35650,31000,100
audi-tt,Audi,TT,2016,23970,32430,28200,100
audi-tt,Audi,TT,2015,21675,29325,25500,100
audi-tt,Audi,TT,2014,19380,26220,22800,100
audi-tt,Audi,TT,2013,17425,23575,20500,100
audi-tt,Audi,TT,2012,15725,21275,18500,100
audi-tt,Audi,TT,2011,14280,19320,16800,100
audi-tt,Audi,TT,2010,12920,17480,15200,100
audi-tt,Audi,TT,2009,11900,16100,14000,100
audi-tt,Audi,TT,2008,11220,15180,13200,100
audi-tt,Audi,TT,2007,10625,14375,12500,100
audi-tt,Audi,TT,2006,10030,13570,11800,100
audi-tt,Audi,TT,2005,8925,12075,10500,100
audi-tt,Audi,TT,2004,7820,10580,9200,100
audi-tt,Audi,TT,2003,7225,9775,8500,100
audi-tt,Audi,TT,2002,6630,8970,7800,100
audi-tt,Audi,TT,2001,6290,8510,7400,100
audi-tt,Audi,TT,2000,5865,7935,6900,100
audi-tt,Audi,TT,1999,5525,7475,6500,100
audi-tt,Audi,TT,1998,5270,7130,6200,100
bmw-i5,BMW,i5,2026,78200,105800,92000,100
bmw-i5,BMW,i5,2025,63070,85330,74200,100
bmw-i5,BMW,i5,2024,50575,68425,59500,100
bmw-i5,BMW,i5,2023,41565,56235,48900,100
bmw-i7,BMW,i7,2026,137700,186300,162000,100
bmw-i7,BMW,i7,2025,117725,159275,138500,100
bmw-i7,BMW,i7,2024,95200,128800,112000,100
bmw-i7,BMW,i7,2023,76075,102925,89500,100
bmw-i7,BMW,i7,2022,65280,88320,76800,100
bmw-i8,BMW,i8,2020,100300,135700,118000,100
bmw-i8,BMW,i8,2019,86700,117300,102000,100
bmw-i8,BMW,i8,2018,75650,102350,89000,100
bmw-i8,BMW,i8,2017,62900,85100,74000,100
bmw-i8,BMW,i8,2016,58225,78775,68500,100
bmw-i8,BMW,i8,2015,54400,73600,64000,100
bmw-i8,BMW,i8,2014,50575,68425,59500,100
bmw-ix,BMW,iX,2026,100300,135700,118000,100
bmw-ix,BMW,iX,2025,86700,117300,102000,100
bmw-ix,BMW,iX,2024,73100,98900,86000,100
bmw-ix,BMW,iX,2023,60350,81650,71000,100
bmw-ix,BMW,iX,2022,48450,65550,57000,100
bmw-ix,BMW,iX,2021,41225,55775,48500,100
bmw-ix1,BMW,iX1,2026,45475,61525,53500,100
bmw-ix1,BMW,iX1,2025,41820,56580,49200,100
bmw-ix1,BMW,iX1,2024,37230,50370,43800,100
bmw-ix1,BMW,iX1,2023,32725,44275,38500,100
bmw-ix1,BMW,iX1,2022,29070,39330,34200,100
bmw-ix2,BMW,iX2,2026,46070,62330,54200,100
bmw-ix2,BMW,iX2,2025,40375,54625,47500,100
bmw-ix2,BMW,iX2,2024,33830,45770,39800,100
bmw-ix3,BMW,iX3,2026,61030,82570,71800,100
bmw-ix3,BMW,iX3,2025,55590,75210,65400,100
bmw-ix3,BMW,iX3,2024,48620,65780,57200,100
bmw-ix3,BMW,iX3,2023,41565,56235,48900,100
bmw-ix3,BMW,iX3,2022,35275,47725,41500,100
bmw-ix3,BMW,iX3,2021,29580,40020,34800,100
bmw-serie-2,BMW,SÃ©rie 2,2026,51850,70150,61000,100
bmw-serie-2,BMW,SÃ©rie 2,2025,46750,63250,55000,100
bmw-serie-2,BMW,SÃ©rie 2,2024,42075,56925,49500,100
bmw-serie-2,BMW,SÃ©rie 2,2023,37400,50600,44000,100
bmw-serie-2,BMW,SÃ©rie 2,2022,32725,44275,38500,100
bmw-serie-2,BMW,SÃ©rie 2,2021,27200,36800,32000,100
bmw-serie-2,BMW,SÃ©rie 2,2020,23375,31625,27500,100
bmw-serie-2,BMW,SÃ©rie 2,2019,20230,27370,23800,100
bmw-serie-2,BMW,SÃ©rie 2,2018,17425,23575,20500,100
bmw-serie-2,BMW,SÃ©rie 2,2017,15215,20585,17900,100
bmw-serie-2,BMW,SÃ©rie 2,2016,13090,17710,15400,100
bmw-serie-2,BMW,SÃ©rie 2,2015,11220,15180,13200,100
bmw-serie-2,BMW,SÃ©rie 2,2014,10030,13570,11800,100
bmw-serie-2,BMW,SÃ©rie 2,2013,8925,12075,10500,100
bmw-serie-3,BMW,SÃ©rie 3,2026,54825,74175,64500,100
bmw-serie-3,BMW,SÃ©rie 3,2025,50150,67850,59000,100
bmw-serie-3,BMW,SÃ©rie 3,2024,45050,60950,53000,100
bmw-serie-3,BMW,SÃ©rie 3,2023,40375,54625,47500,100
bmw-serie-3,BMW,SÃ©rie 3,2022,34850,47150,41000,100
bmw-serie-3,BMW,SÃ©rie 3,2021,30175,40825,35500,100
bmw-serie-3,BMW,SÃ©rie 3,2020,26350,35650,31000,100
bmw-serie-3,BMW,SÃ©rie 3,2019,23375,31625,27500,100
bmw-serie-3,BMW,SÃ©rie 3,2018,19550,26450,23000,100
bmw-serie-3,BMW,SÃ©rie 3,2017,17425,23575,20500,100
bmw-serie-3,BMW,SÃ©rie 3,2016,15470,20930,18200,100
bmw-serie-3,BMW,SÃ©rie 3,2015,14025,18975,16500,100
bmw-serie-3,BMW,SÃ©rie 3,2014,12580,17020,14800,100
bmw-serie-3,BMW,SÃ©rie 3,2013,11220,15180,13200,100
bmw-serie-3,BMW,SÃ©rie 3,2012,10030,13570,11800,100
bmw-serie-3,BMW,SÃ©rie 3,2011,8670,11730,10200,100
bmw-serie-3,BMW,SÃ©rie 3,2010,7735,10465,9100,100
bmw-serie-3,BMW,SÃ©rie 3,2009,6970,9430,8200,100
bmw-serie-3,BMW,SÃ©rie 3,2008,6290,8510,7400,100
bmw-serie-3,BMW,SÃ©rie 3,2007,5865,7935,6900,100
bmw-serie-3,BMW,SÃ©rie 3,2006,5525,7475,6500,100
bmw-serie-3,BMW,SÃ©rie 3,2005,6120,8280,7200,100
